order_id,order_date,customer_id,category,product,quantity,unit_price,region,payment_method,total_price
ORD1611,2026-04-14,1114,Home & Kitchen,Sofa,1,12574867.0,Tehran,Cash,12574867.0
ORD1362,2026-01-29,1214,Clothing,Jacket,1,1489980.0,Tehran,Online,1489980.0
ORD1708,2026-03-09,1021,Clothing,Running Shoes,1,2113633.0,Isfahan,Cash,2113633.0
ORD1273,2026-04-20,1227,Home & Kitchen,Cookware Set,2,3411579.0,Mashhad,Online,6823158.0
ORD1651,2026-02-02,1164,Clothing,Hat,1,251484.0,Tehran,Credit Card,251484.0
ORD1177,2026-01-17,1154,Home & Kitchen,Lamp,1,883689.0,Shiraz,Online,883689.0
ORD1037,2026-05-21,1276,Electronics,Tablet,3,13098785.0,Tehran,Cash,39296355.0
ORD1202,2026-01-14,1159,Beauty,Lipstick,4,359427.0,Isfahan,Online,1437708.0
ORD1236,2026-06-23,1129,Electronics,Headphones,1,1157908.0,Shiraz,Credit Card,1157908.0
ORD1149,2026-05-22,1233,Books,Textbook,1,482291.0,Tabriz,Credit Card,482291.0
ORD1217,2026-06-21,1203,Books,Cookbook,2,311831.0,Isfahan,Cash,623662.0
ORD1778,2026-06-13,1292,Beauty,Perfume,4,1656329.0,Isfahan,Credit Card,6625316.0
ORD1668,2026-07-01,1078,Home & Kitchen,Blender,1,1709731.0,,Cash,1709731.0
ORD1746,2026-02-21,1035,Beauty,Lipstick,1,372940.0,Tabriz,Cash,372940.0
ORD1659,2026-02-21,1146,Clothing,T-Shirt,2,,Isfahan,Cash,
ORD1738,2026-05-11,1281,Sports,Yoga Mat,1,445617.0,Shiraz,Credit Card,445617.0
ORD1790,2026-01-23,1187,Sports,Bicycle,1,8028557.0,Shiraz,Credit Card,8028557.0
ORD1487,2026-04-11,1033,Clothing,Jeans,2,771963.0,Tabriz,Online,1543926.0
ORD1794,2026-05-24,1127,Home & Kitchen,Sofa,1,11074771.0,Shiraz,Credit Card,11074771.0
ORD1300,2026-06-05,1163,Sports,Tennis Racket,1,1763711.0,Mashhad,Credit Card,1763711.0
ORD1598,2026-04-29,1027,Home & Kitchen,Vacuum Cleaner,2,4278448.0,Tehran,Credit Card,8556896.0
ORD1193,2026-04-24,1164,Sports,Football,2,612777.0,,Cash,1225554.0
ORD1235,2026-06-23,1171,Sports,Tennis Racket,3,1967625.0,Tabriz,Cash,5902875.0
ORD1719,2026-05-27,1085,clothing,Hat,1,,Mashhad,Cash,
ORD1055,2026-03-09,1226,Home & Kitchen,Sofa,2,12809998.0,Mashhad,Online,25619996.0
ORD1791,2026-01-03,1069,Sports,Dumbbell Set,1,2534491.0,Tehran,Online,2534491.0
ORD1096,2026-01-18,1126,Electronics,Headphones,1,1204364.0,Tehran,Cash,1204364.0
ORD1141,2026-06-28,1014,Clothing,Jacket,1,1440427.0,,Cash,1440427.0
ORD1716,2026-01-31,1169,Clothing,Jeans,1,842319.0,Mashhad,Credit Card,842319.0
ORD1742,2026-02-14,1005,Home & Kitchen,Lamp,1,935655.0,Shiraz,Credit Card,935655.0
ORD1619,2026-02-21,1103,Electronics,Tablet,1,14556101.0,Isfahan,Online,14556101.0
ORD1457,2026-05-12,1210,home & kitchen,Lamp,1,895487.0,Tehran,Cash,895487.0
ORD1120,2026-04-13,1295,Sports,Football,3,629514.0,Shiraz,Cash,1888542.0
ORD1513,2026-02-23,1237,Books,Biography,5,296399.0,Shiraz,Credit Card,1481995.0
ORD1062,2026-01-10,1102,Beauty,Skincare Cream,1,736818.0,Shiraz,Cash,736818.0
ORD1650,2026-04-21,1260,Books,Novel,2,233476.0,Tabriz,Credit Card,466952.0
ORD1326,2026-06-30,1250,Clothing,Jacket,-3,1513044.0,Mashhad,Online,-4539132.0
ORD1003,2026-06-29,1112,Books,Cookbook,3,304735.0,Tabriz,Credit Card,914205.0
ORD1058,2026-01-11,1127,CLOTHING,T-Shirt,1,324532.0,Isfahan,Cash,324532.0
ORD1223,2026-01-30,1099,Clothing,T-Shirt,2,342592.0,Tabriz,Online,685184.0
ORD1414,2026-03-05,1100,Electronics,Headphones,1,1225312.0,Shiraz,Online,1225312.0
ORD1101,2026-05-25,1272,Beauty,Sunscreen,3,459821.0,Tehran,Credit Card,1379463.0
ORD1221,2026-03-04,1205,Electronics,Tablet,3,14153011.0,Shiraz,Online,42459033.0
ORD1334,2026-02-21,1146,Sports,Tennis Racket,2,1761984.0,Isfahan,Credit Card,3523968.0
ORD1705,2026-04-04,1122,Books,Comic Book,1,161759.0,Tabriz,Cash,161759.0
ORD1052,2026-02-09,1107,Electronics,Laptop,3,26757995.0,Isfahan,Credit Card,80273985.0
ORD1017,2026-01-24,1078,Clothing,Jeans,2,803168.0,Tehran,Cash,1606336.0
ORD1306,2026-03-03,1180,Sports,Bicycle,2,8522168.0,Mashhad,Online,17044336.0
ORD1155,2026-06-22,1162,Beauty,Skincare Cream,-4,671110.0,Tabriz,Credit Card,-2684440.0
ORD1580,2026-04-29,1063,Home & Kitchen,Sofa,1,119215400.0,Tabriz,Credit Card,119215400.0
ORD1248,2026-02-21,1128,Books,Textbook,5,537089.0,Tabriz,Cash,2685445.0
ORD1249,2026-05-22,1264,Electronics,Tablet,4,14790741.0,Tehran,Online,59162964.0
ORD1701,2026-06-10,1038,Clothing,Hat,1,232072.0,Tehran,Online,232072.0
ORD1731,2026-02-18,1003,Books,Comic Book,1,157549.0,Tehran,Online,157549.0
ORD1030,2026-01-19,1034,Clothing,Hat,1,254301.0,Tehran,Cash,254301.0
ORD1382,2026-04-17,1100,Books,Comic Book,2,153094.0,Isfahan,Cash,306188.0
ORD1829,2026-05-13,1118,Home & Kitchen,Blender,4,1786238.0,Tehran,Cash,7144952.0
ORD1117,2026-01-12,1149,Beauty,Sunscreen,1,427433.0,Tehran,Online,427433.0
ORD1389,2026-04-16,1271,Electronics,Laptop,2,26227338.0,Tehran,Cash,52454676.0
ORD1116,2026-04-03,1007,Electronics,Mobile Phone,1,18874575.0,Mashhad,Credit Card,18874575.0
ORD1696,2026-06-18,1299,Sports,Tennis Racket,1,1835743.0,Isfahan,Online,1835743.0
ORD1570,2026-04-16,1248,home & kitchen,Lamp,4,902014.0,Isfahan,Credit Card,3608056.0
ORD1445,2026-02-05,1230,Books,Cookbook,2,321467.0,Mashhad,Credit Card,642934.0
ORD1027,2026-04-19,1102,home & kitchen,Lamp,4,902049.0,Mashhad,Online,3608196.0
ORD1307,2026-06-02,1274,Electronics,Laptop,1,,Shiraz,Credit Card,
ORD1365,2026-02-25,1257,Sports,Tennis Racket,1,1865375.0,Tehran,Cash,1865375.0
ORD1200,2026-04-06,1030,Electronics,Tablet,1,14318150.0,Mashhad,Online,14318150.0
ORD1528,2026-03-13,1271,Home & Kitchen,Lamp,1,836118.0,Tehran,Credit Card,836118.0
ORD1752,2026-05-31,1059,Home & Kitchen,Cookware Set,2,,Tehran,Credit Card,
ORD1776,2026-03-14,1261,Books,Comic Book,1,,Isfahan,Credit Card,
ORD1684,2026-06-08,1299,Books,Novel,2,267175.0,Tehran,Online,534350.0
ORD1407,2026-01-02,1184,Home & Kitchen,Vacuum Cleaner,1,4147803.0,Isfahan,Credit Card,4147803.0
ORD1509,2026-04-22,1149,Electronics,Smart Watch,2,6216690.0,Mashhad,Cash,12433380.0
ORD1372,2026-05-23,1198,Books,Textbook,5,467555.0,Tabriz,Cash,2337775.0
ORD1280,2026-01-30,1095,Beauty,Shampoo,1,233728.0,Tehran,Online,233728.0
ORD1817,2026-04-30,1283,Clothing,Hat,1,245960.0,Isfahan,Online,245960.0
ORD1567,2026-03-12,1006,Sports,Bicycle,1,8414965.0,Tabriz,Credit Card,8414965.0
ORD1207,2026-03-31,1073,Home & Kitchen,Vacuum Cleaner,4,4617721.0,Tehran,Cash,18470884.0
ORD1655,2026-06-22,1091,Books,Biography,2,263315.0,Mashhad,Online,526630.0
ORD1681,2026-01-19,1128,Beauty,Shampoo,1,211478.0,Tehran,Cash,211478.0
ORD1023,2026-02-11,1000,Books,Cookbook,1,293585.0,Tabriz,Online,293585.0
ORD1340,2026-04-28,1095,Clothing,T-Shirt,1,349530.0,Isfahan,Online,349530.0
ORD1595,2026-02-13,1150,Beauty,Shampoo,2,219083.0,Tabriz,Cash,438166.0
ORD1544,2026-06-21,1005,Clothing,T-Shirt,3,356615.0,Isfahan,Credit Card,1069845.0
ORD1154,2026-03-09,1203,Electronics,Tablet,3,15087857.0,Isfahan,Online,45263571.0
ORD1740,2026-01-17,1189,Sports,Bicycle,1,8449244.0,Isfahan,Cash,8449244.0
ORD1624,2026-02-14,1184,Home & Kitchen,Cookware Set,1,3260546.0,Tehran,Credit Card,3260546.0
ORD1675,2026-01-30,1276,Electronics,Headphones,1,1292616.0,Shiraz,Credit Card,1292616.0
ORD1431,2026-02-22,1178,Home & Kitchen,Vacuum Cleaner,1,4688287.0,Tabriz,Credit Card,4688287.0
ORD1755,2026-03-29,1091,Electronics,Tablet,2,,Tehran,Online,
ORD1510,2026-04-11,1231,Home & Kitchen,Vacuum Cleaner,4,45816580.0,Isfahan,Credit Card,183266320.0
ORD1482,2026-05-26,1279,Home & Kitchen,Sofa,1,11912718.0,Shiraz,Credit Card,11912718.0
ORD1262,2026-05-01,1198,Books,Novel,1,235603.0,Tehran,Online,235603.0
ORD1082,2026-05-21,1243,Books,Comic Book,1,145941.0,Shiraz,Cash,145941.0
ORD1453,2026-01-23,1121,Sports,Dumbbell Set,1,2662541.0,,Cash,2662541.0
ORD1820,2026-06-08,1032,Electronics,Smart Watch,4,6290739.0,Mashhad,Credit Card,25162956.0
ORD1523,2026-02-08,1125,Clothing,Jacket,1,1582108.0,Tehran,Online,1582108.0
ORD1038,2026-03-02,1248,Electronics,Laptop,4,25736932.0,Mashhad,Credit Card,102947728.0
ORD1581,2026-05-06,1090,Beauty,Skincare Cream,1,753763.0,Tabriz,Credit Card,753763.0
ORD1333,2026-02-05,1080,Home & Kitchen,Cookware Set,1,3003429.0,Tehran,Online,3003429.0
ORD1010,2026-04-04,1181,HOME & KITCHEN,Cookware Set,2,2954539.0,Mashhad,Credit Card,5909078.0
ORD1451,2026-01-11,1111,Books,Biography,2,282616.0,Shiraz,Online,565232.0
ORD1319,2026-04-08,1124,BOOKS,Comic Book,3,144005.0,Mashhad,Online,432015.0
ORD1032,2026-05-27,1124,Clothing,Hat,1,232602.0,Tabriz,Credit Card,232602.0
ORD1463,2026-04-20,1137,Electronics,Smart Watch,1,6080034.0,Mashhad,Credit Card,6080034.0
ORD1188,2026-04-02,1165,Beauty,Skincare Cream,1,703320.0,Mashhad,Online,703320.0
ORD1281,2026-05-24,1133,Sports,Bicycle,1,8279673.0,Tehran,Credit Card,8279673.0
ORD1514,2026-06-25,1020,Home & Kitchen,Blender,1,1669022.0,Isfahan,Online,1669022.0
ORD1437,2026-02-22,1032,Sports,Football,3,630898.0,Isfahan,Online,1892694.0
ORD1773,2026-01-25,1171,Home & Kitchen,Cookware Set,3,3147411.0,Shiraz,Online,9442233.0
ORD1582,2026-03-30,1046,Sports,Bicycle,2,8489960.0,Mashhad,Credit Card,16979920.0
ORD1780,2026-06-04,1227,BEAUTY,Shampoo,3,226826.0,Shiraz,Credit Card,680478.0
ORD1378,2026-03-14,1273,Sports,Yoga Mat,-2,472641.0,Shiraz,Credit Card,-945282.0
ORD1806,2026-06-24,1081,Books,Cookbook,2,,Isfahan,Credit Card,
ORD1762,2026-01-09,1201,Sports,Tennis Racket,4,1823540.0,Tabriz,Credit Card,7294160.0
ORD1089,2026-04-18,1279,Home & Kitchen,Vacuum Cleaner,3,4479994.0,Tabriz,Online,13439982.0
ORD1213,2026-01-29,1249,Books,Novel,1,238970.0,,Online,238970.0
ORD1321,2026-06-26,1256,Home & Kitchen,Cookware Set,1,3309873.0,Mashhad,Credit Card,3309873.0
ORD1842,2026-01-20,1088,Sports,Bicycle,4,,Isfahan,Credit Card,
ORD1133,2026-06-22,1010,Electronics,Laptop,1,24350460.0,Tabriz,Online,24350460.0
ORD1346,2026-06-25,1159,Sports,Dumbbell Set,1,2554037.0,Tabriz,Online,2554037.0
ORD1043,2026-05-16,1260,Sports,Bicycle,4,9056675.0,Mashhad,Cash,36226700.0
ORD1007,2026-04-07,1150,Books,Novel,5,264647.0,Tehran,Online,1323235.0
ORD1525,2026-02-21,1278,Home & Kitchen,Cookware Set,1,3183970.0,Tabriz,Cash,3183970.0
ORD1754,2026-06-29,1147,Home & Kitchen,Lamp,2,848055.0,Isfahan,Cash,1696110.0
ORD1669,2026-06-10,1154,Home & Kitchen,Lamp,1,869053.0,Tabriz,Online,869053.0
ORD1187,2026-05-19,1056,Home & Kitchen,Sofa,5,12105985.0,Isfahan,Cash,60529925.0
ORD1122,2026-06-05,1115,Electronics,Smart Watch,3,5825283.0,Tabriz,Online,17475849.0
ORD1040,2026-04-27,1284,Sports,Dumbbell Set,4,2348815.0,Isfahan,Credit Card,9395260.0
ORD1304,2026-03-22,1255,Clothing,Jacket,4,1554261.0,Mashhad,Cash,6217044.0
ORD1621,2026-01-01,1045,Beauty,Lipstick,1,362328.0,Tehran,Online,362328.0
ORD1635,2026-05-23,1005,BEAUTY,Lipstick,1,376802.0,Tabriz,Cash,376802.0
ORD1172,2026-05-04,1173,Home & Kitchen,Sofa,1,12023218.0,,Online,12023218.0
ORD1284,2026-07-01,1277,Electronics,Headphones,2,1215029.0,Tehran,Online,2430058.0
ORD1800,2026-04-23,1046,Home & Kitchen,Vacuum Cleaner,1,4649211.0,Tehran,Cash,4649211.0
ORD1240,2026-01-05,1092,Electronics,Tablet,2,14986627.0,Isfahan,Credit Card,29973254.0
ORD1849,2026-01-22,1025,Sports,Yoga Mat,1,456867.0,Shiraz,Online,456867.0
ORD1511,2026-02-21,1055,Home & Kitchen,Sofa,1,11843026.0,Mashhad,Online,11843026.0
ORD1526,2026-04-02,1248,Electronics,Tablet,3,13809195.0,Shiraz,Online,41427585.0
ORD1600,2026-04-08,1211,Books,Novel,4,236757.0,Tabriz,Credit Card,947028.0
ORD1245,2026-03-02,1145,Electronics,Tablet,1,,Shiraz,Online,
ORD1056,2026-01-29,1076,Books,Textbook,2,467079.0,Tehran,Online,934158.0
ORD1649,2026-05-10,1002,Sports,Tennis Racket,2,1899526.0,Mashhad,Credit Card,3799052.0
ORD1071,2026-05-22,1215,Home & Kitchen,Cookware Set,2,3045742.0,Mashhad,Cash,6091484.0
ORD1641,2026-06-08,1287,Electronics,Laptop,3,24288316.0,Isfahan,Online,72864948.0
ORD1145,2026-03-04,1074,Sports,Tennis Racket,5,1759213.0,Shiraz,Online,8796065.0
ORD1090,2026-03-11,1014,Books,Cookbook,2,281740.0,Shiraz,Credit Card,563480.0
ORD1166,2026-05-25,1254,Electronics,Tablet,1,13598547.0,Tehran,Online,13598547.0
ORD1392,2026-04-01,1040,Books,Comic Book,1,146928.0,Isfahan,Credit Card,146928.0
ORD1841,2026-03-07,1292,Home & Kitchen,Lamp,1,,Isfahan,Cash,
ORD1170,2026-03-17,1212,Beauty,Perfume,1,1645456.0,Isfahan,Online,1645456.0
ORD1310,2026-04-26,1060,Home & Kitchen,Blender,-1,1782423.0,Tabriz,Credit Card,-1782423.0
ORD1361,2026-02-28,1177,Sports,Bicycle,1,8694871.0,Mashhad,Credit Card,8694871.0
ORD1359,2026-05-18,1065,CLOTHING,Jacket,1,1518113.0,Shiraz,Online,1518113.0
ORD1093,2026-04-29,1133,Electronics,Tablet,1,14137260.0,Mashhad,Cash,14137260.0
ORD1322,2026-01-16,1106,Books,Textbook,4,512815.0,Mashhad,Online,2051260.0
ORD1420,2026-02-16,1236,Clothing,Hat,5,261663.0,Tabriz,Cash,1308315.0
ORD1412,2026-03-10,1252,Clothing,Running Shoes,1,2358613.0,Isfahan,Credit Card,2358613.0
ORD1592,2026-01-07,1132,Beauty,Shampoo,2,208802.0,Shiraz,Credit Card,417604.0
ORD1750,2026-01-30,1275,Books,Biography,1,262837.0,Tabriz,Credit Card,262837.0
ORD1652,2026-06-05,1203,books,Textbook,1,506947.0,Mashhad,Credit Card,506947.0
ORD1376,2026-03-27,1108,Clothing,Running Shoes,1,2321396.0,Isfahan,Cash,2321396.0
ORD1395,2026-01-22,1169,Electronics,Laptop,3,26723029.0,Shiraz,Credit Card,80169087.0
ORD1243,2026-06-08,1192,Electronics,Headphones,4,1175070.0,Mashhad,Online,4700280.0
ORD1087,2026-02-22,1299,Books,Textbook,1,511004.0,Shiraz,Credit Card,511004.0
ORD1214,2026-04-12,1003,Books,Biography,1,289505.0,Tabriz,Cash,289505.0
ORD1344,2026-03-19,1293,Sports,Dumbbell Set,5,2459401.0,Tabriz,Online,12297005.0
ORD1173,2026-02-06,1203,Electronics,Tablet,5,13387350.0,Mashhad,Online,66936750.0
ORD1677,2026-06-16,1263,Sports,Tennis Racket,1,1868948.0,Mashhad,Credit Card,1868948.0
ORD1291,2026-01-15,1078,Sports,Bicycle,4,7870793.0,Tehran,Online,31483172.0
ORD1425,2026-01-22,1181,Home & Kitchen,Lamp,2,907132.0,Tehran,Cash,1814264.0
ORD1715,2026-05-12,1076,Sports,Yoga Mat,1,480926.0,Isfahan,Cash,480926.0
ORD1118,2026-05-06,1293,Beauty,Perfume,2,1700495.0,Tehran,Cash,3400990.0
ORD1119,2026-03-29,1129,Home & Kitchen,Cookware Set,2,3220143.0,Mashhad,Cash,6440286.0
ORD1163,2026-03-30,1217,clothing,T-Shirt,1,352003.0,Tabriz,Credit Card,352003.0
ORD1541,2026-01-01,1290,Home & Kitchen,Vacuum Cleaner,1,4576445.0,Tabriz,Credit Card,4576445.0
ORD1384,2026-06-14,1086,Home & Kitchen,Cookware Set,5,3320356.0,Shiraz,Credit Card,16601780.0
ORD1718,2026-01-12,1082,Beauty,Lipstick,1,357157.0,Mashhad,Online,357157.0
ORD1394,2026-04-08,1243,Beauty,Skincare Cream,1,682169.0,Shiraz,Online,682169.0
ORD1401,2026-03-30,1223,Beauty,Skincare Cream,2,745085.0,Tehran,Cash,1490170.0
ORD1404,2026-06-24,1194,Books,Textbook,1,485603.0,Tabriz,Online,485603.0
ORD1775,2026-06-23,1295,Sports,Football,1,,,Cash,
ORD1531,2026-06-01,1183,Home & Kitchen,Sofa,1,12959457.0,Isfahan,Online,12959457.0
ORD1162,2026-04-30,1279,Beauty,Skincare Cream,4,714955.0,Isfahan,Online,2859820.0
ORD1320,2026-01-29,1225,Electronics,Smart Watch,4,6047257.0,Mashhad,Cash,24189028.0
ORD1114,2026-05-18,1110,Electronics,Mobile Phone,1,18384202.0,Mashhad,Cash,18384202.0
ORD1158,2026-01-08,1028,Sports,Yoga Mat,2,431109.0,Tehran,Credit Card,862218.0
ORD1150,2026-03-03,1119,Home & Kitchen,Sofa,5,12783870.0,Tabriz,Credit Card,63919350.0
ORD1485,2026-04-19,1274,Beauty,Sunscreen,3,478883.0,Shiraz,Cash,1436649.0
ORD1467,2026-03-12,1184,Beauty,Shampoo,1,232974.0,Tehran,Online,232974.0
ORD1634,2026-06-19,1177,Beauty,Sunscreen,1,421716.0,Mashhad,Credit Card,421716.0
ORD1368,2026-06-01,1218,Home & Kitchen,Vacuum Cleaner,1,4280969.0,Mashhad,Online,4280969.0
ORD1031,2026-03-02,1248,Electronics,Headphones,1,1136740.0,Isfahan,Online,1136740.0
ORD1377,2026-05-03,1104,Clothing,T-Shirt,3,323303.0,Mashhad,Online,969909.0
ORD1662,2026-05-11,1024,Clothing,Hat,1,254230.0,Isfahan,Online,254230.0
ORD1020,2026-05-18,1174,Beauty,Skincare Cream,2,712527.0,Isfahan,Online,1425054.0
ORD1471,2026-06-28,1216,Books,Textbook,1,537590.0,Isfahan,Cash,537590.0
ORD1113,2026-03-11,1118,Home & Kitchen,Vacuum Cleaner,3,4721846.0,Isfahan,Credit Card,14165538.0
ORD1785,2026-04-10,1126,Books,Cookbook,1,319605.0,Isfahan,Cash,319605.0
ORD1000,2026-03-12,1071,Beauty,Skincare Cream,1,685948.0,Mashhad,Cash,685948.0
ORD1733,2026-01-28,1299,Beauty,Shampoo,1,220811.0,Mashhad,Credit Card,220811.0
ORD1728,2026-04-05,1271,Beauty,Lipstick,2,361858.0,Tehran,Online,723716.0
ORD1818,2026-04-26,1277,Clothing,T-Shirt,2,325066.0,Isfahan,Credit Card,650132.0
ORD1491,2026-03-08,1064,Home & Kitchen,Lamp,2,917299.0,Mashhad,Credit Card,1834598.0
ORD1734,2026-04-19,1141,HOME & KITCHEN,Vacuum Cleaner,4,4398357.0,Tabriz,Credit Card,17593428.0
ORD1571,2026-02-14,1073,Books,Comic Book,2,156807.0,Isfahan,Credit Card,313614.0
ORD1258,2026-05-08,1008,Electronics,Laptop,3,25280244.0,Tabriz,Online,75840732.0
ORD1831,2026-01-28,1234,Books,Comic Book,1,148858.0,Tabriz,Credit Card,148858.0
ORD1314,2026-03-23,1153,Clothing,Jacket,4,1580635.0,Mashhad,Credit Card,6322540.0
ORD1736,2026-05-04,1295,Clothing,Jacket,2,1474186.0,Isfahan,Credit Card,2948372.0
ORD1135,2026-04-22,1240,Home & Kitchen,Sofa,5,11660549.0,Shiraz,Cash,58302745.0
ORD1574,2026-05-06,1068,Home & Kitchen,Vacuum Cleaner,-1,4760901.0,Tehran,Cash,-4760901.0
ORD1004,2026-01-02,1216,Sports,Bicycle,1,8032185.0,Mashhad,Online,8032185.0
ORD1540,2026-02-27,1193,Beauty,Sunscreen,3,4826910.0,Tabriz,Cash,14480730.0
ORD1324,2026-03-29,1135,Clothing,Running Shoes,4,2360112.0,Tabriz,Credit Card,9440448.0
ORD1330,2026-05-18,1139,Beauty,Lipstick,1,371243.0,Isfahan,Online,371243.0
ORD1447,2026-05-07,1251,Sports,Bicycle,2,8844594.0,Shiraz,Online,17689188.0
ORD1671,2026-05-10,1278,Clothing,Hat,1,265870.0,Mashhad,Credit Card,265870.0
ORD1339,2026-02-04,1139,Books,Textbook,4,467826.0,Tabriz,Credit Card,1871304.0
ORD1297,2026-04-17,1015,Home & Kitchen,Sofa,3,11454376.0,Tabriz,Online,34363128.0
ORD1080,2026-05-23,1233,clothing,Hat,2,264524.0,Mashhad,Cash,529048.0
ORD1683,2026-01-05,1060,Sports,Tennis Racket,1,1951267.0,Shiraz,Online,1951267.0
ORD1026,2026-02-02,1084,Electronics,Smart Watch,3,5711686.0,Shiraz,Online,17135058.0
ORD1557,2026-05-01,1135,Electronics,Headphones,3,1109526.0,Shiraz,Online,3328578.0
ORD1216,2026-04-21,1194,electronics,Laptop,2,,Mashhad,Cash,
ORD1637,2026-03-13,1114,Sports,Dumbbell Set,1,2396988.0,Tehran,Online,2396988.0
ORD1343,2026-01-02,1120,Sports,Dumbbell Set,4,2473540.0,Isfahan,Credit Card,9894160.0
ORD1667,2026-03-09,1299,Electronics,Tablet,1,13239926.0,Mashhad,Cash,13239926.0
ORD1530,2026-01-15,1198,Home & Kitchen,Lamp,3,945057.0,Mashhad,Online,2835171.0
ORD1293,2026-06-12,1064,Home & Kitchen,Blender,1,1759734.0,Tabriz,Credit Card,1759734.0
ORD1364,2026-01-13,1022,Sports,Bicycle,2,9100392.0,Mashhad,Online,18200784.0
ORD1739,2026-06-12,1074,Books,Novel,1,245077.0,Tehran,Cash,245077.0
ORD1147,2026-05-10,1144,Sports,Dumbbell Set,4,2501071.0,Isfahan,Cash,10004284.0
ORD1484,2026-01-16,1146,Electronics,Headphones,1,1216188.0,Shiraz,Online,1216188.0
ORD1014,2026-05-26,1255,Sports,Dumbbell Set,1,2372729.0,Isfahan,Cash,2372729.0
ORD1174,2026-04-12,1274,Books,Biography,1,286503.0,Tehran,Credit Card,286503.0
ORD1086,2026-01-17,1169,SPORTS,Yoga Mat,3,466531.0,Shiraz,Credit Card,1399593.0
ORD1370,2026-03-18,1275,Beauty,Lipstick,1,355727.0,Shiraz,Cash,355727.0
ORD1165,2026-04-02,1151,Electronics,Mobile Phone,1,18965671.0,Tabriz,Credit Card,18965671.0
ORD1756,2026-05-27,1097,Sports,Dumbbell Set,1,2548029.0,Isfahan,Cash,2548029.0
ORD1335,2026-01-23,1273,Beauty,Skincare Cream,4,648561.0,Tabriz,Cash,2594244.0
ORD1059,2026-05-24,1079,Beauty,Skincare Cream,1,680436.0,Shiraz,Online,680436.0
ORD1354,2026-05-25,1236,Clothing,Hat,1,232822.0,Tehran,Online,232822.0
ORD1424,2026-06-27,1018,Books,Comic Book,4,139381.0,Shiraz,Online,557524.0
ORD1292,2026-07-01,1265,Home & Kitchen,Sofa,1,12619393.0,Mashhad,Credit Card,12619393.0
ORD1041,2026-03-17,1296,beauty,Lipstick,1,379706.0,Mashhad,Cash,379706.0
ORD1329,2026-01-21,1131,Electronics,Headphones,5,1151564.0,Isfahan,Credit Card,5757820.0
ORD1429,2026-02-08,1247,Sports,Bicycle,2,7979211.0,Isfahan,Cash,15958422.0
ORD1079,2026-01-02,1112,Clothing,Jeans,2,750831.0,Tehran,Credit Card,1501662.0
ORD1028,2026-06-21,1264,beauty,Shampoo,1,223252.0,Isfahan,Credit Card,223252.0
ORD1254,2026-05-01,1240,Electronics,Headphones,4,1136542.0,Mashhad,Online,4546168.0
ORD1644,2026-06-18,1174,Beauty,Lipstick,1,356881.0,Mashhad,Cash,356881.0
ORD1458,2026-02-02,1074,electronics,Headphones,4,1114810.0,Mashhad,Cash,4459240.0
ORD1383,2026-03-04,1172,Home & Kitchen,Sofa,1,12724746.0,Shiraz,Online,12724746.0
ORD1313,2026-05-13,1263,Clothing,Jacket,3,1611035.0,Shiraz,Cash,4833105.0
ORD1084,2026-01-20,1139,Beauty,Perfume,1,,Isfahan,Cash,
ORD1136,2026-06-21,1168,Home & Kitchen,Cookware Set,1,3209620.0,Tehran,Cash,3209620.0
ORD1111,2026-03-04,1297,Home & Kitchen,Sofa,1,11349544.0,Isfahan,Online,11349544.0
ORD1194,2026-03-12,1299,BOOKS,Cookbook,1,292273.0,Tabriz,Online,292273.0
ORD1178,2026-01-12,1252,Beauty,Lipstick,1,406553.0,Tehran,Credit Card,406553.0
ORD1496,2026-01-04,1241,Electronics,Laptop,4,25334624.0,Mashhad,Cash,101338496.0
ORD1129,2026-02-06,1084,Clothing,Jeans,4,801375.0,Tehran,Cash,3205500.0
ORD1337,2026-03-16,1152,Sports,Tennis Racket,1,1961911.0,Tehran,Cash,1961911.0
ORD1124,2026-06-06,1108,home & kitchen,Lamp,2,860822.0,Tehran,Cash,1721644.0
ORD1819,2026-06-13,1094,Home & Kitchen,Cookware Set,1,,Tabriz,Credit Card,
ORD1226,2026-05-25,1289,Clothing,Running Shoes,2,2366499.0,Tabriz,Credit Card,4732998.0
ORD1268,2026-01-10,1182,Sports,Bicycle,2,8308907.0,Mashhad,Credit Card,16617814.0
ORD1833,2026-05-17,1180,Books,Biography,2,265502.0,Tabriz,Credit Card,531004.0
ORD1103,2026-04-03,1078,sports,Football,1,600822.0,Shiraz,Online,600822.0
ORD1732,2026-01-02,1105,Books,Comic Book,1,153964.0,Shiraz,Online,153964.0
ORD1688,2026-06-15,1283,Beauty,Perfume,1,1668990.0,Isfahan,Cash,1668990.0
ORD1227,2026-06-10,1225,Beauty,Sunscreen,1,442303.0,Isfahan,Cash,442303.0
ORD1758,2026-04-02,1061,Clothing,Jeans,3,850418.0,Mashhad,Cash,2551254.0
ORD1301,2026-02-03,1287,Beauty,Shampoo,5,221103.0,Isfahan,Online,1105515.0
ORD1275,2026-06-13,1262,Beauty,Skincare Cream,1,700169.0,Shiraz,Credit Card,700169.0
ORD1126,2026-06-02,1016,electronics,Tablet,2,14712353.0,Shiraz,Credit Card,29424706.0
ORD1405,2026-03-05,1137,Electronics,Smart Watch,-1,6379702.0,Tehran,Cash,-6379702.0
ORD1830,2026-05-15,1091,Books,Textbook,1,477968.0,Mashhad,Online,477968.0
